requirement_id,level,chapter,section,requirement,applicable,status,evidence,review_notes
V5.2.2,1,V5 File Handling,V5.2 File Upload and Content,"Verify that when the application accepts a file, either on its own or within an archive such as a zip file, it checks if the file extension matches an expected file extension and validates that the contents correspond to the type represented by the extension. This includes, but is not limited to, checking the initial 'magic bytes', performing image re-writing, and using specialized libraries for file content validation. For L1, this can focus just on files which are used to make specific business or security decisions. For L2 and up, this must apply to all files being accepted.",Yes,Verified,TrainingPeaks CSV import size/type/schema validation in app/routers/activities.py; generated download names in ui/,Implementation and regression evidence reviewed on 2026-09-17.
V5.2.3,2,V5 File Handling,V5.2 File Upload and Content,"Verify that the application checks compressed files (e.g., zip, gz, docx, odt) against maximum allowed uncompressed size and against maximum number of files before uncompressing the file.",No,Not applicable,TrainingPeaks CSV import size/type/schema validation in app/routers/activities.py; generated download names in ui/,Only uncompressed CSV text is accepted; archives are rejected and never unpacked.
V5.3.1,1,V5 File Handling,V5.3 File Storage,"Verify that files uploaded or generated by untrusted input and stored in a public folder, are not executed as server-side program code when accessed directly with an HTTP request.",No,Not applicable,TrainingPeaks CSV import size/type/schema validation in app/routers/activities.py; generated download names in ui/,Uploaded CSV content is parsed in memory and discarded; it is never stored or served by filename.
V5.3.2,1,V5 File Handling,V5.3 File Storage,"Verify that when the application creates file paths for file operations, instead of user-submitted filenames, it uses internally generated or trusted data, or if user-submitted filenames or file metadata must be used, strict validation and sanitization must be applied. This is to protect against path traversal, local or remote file inclusion (LFI, RFI), and server-side request forgery (SSRF) attacks.",No,Not applicable,TrainingPeaks CSV import size/type/schema validation in app/routers/activities.py; generated download names in ui/,Uploaded CSV content is parsed in memory and discarded; it is never stored or served by filename.
V5.4.1,2,V5 File Handling,V5.4 File Download,"Verify that the application validates or ignores user-submitted filenames, including in a JSON, JSONP, or URL parameter and specifies a filename in the Content-Disposition header field in the response.",Yes,Verified,TrainingPeaks CSV import size/type/schema validation in app/routers/activities.py; generated download names in ui/,Implementation and regression evidence reviewed on 2026-09-17.
V5.4.2,2,V5 File Handling,V5.4 File Download,"Verify that file names served (e.g., in HTTP response header fields or email attachments) are encoded or sanitized (e.g., following RFC 6266) to preserve document structure and prevent injection attacks.",Yes,Verified,TrainingPeaks CSV import size/type/schema validation in app/routers/activities.py; generated download names in ui/,Implementation and regression evidence reviewed on 2026-09-17.
V5.4.3,2,V5 File Handling,V5.4 File Download,Verify that files obtained from untrusted sources are scanned by antivirus scanners to prevent serving of known malicious content.,No,Not applicable,TrainingPeaks CSV import size/type/schema validation in app/routers/activities.py; generated download names in ui/,"The sole upload is bounded UTF-8 CSV parsed as data and discarded, never stored or served as executable/downloadable content."
V6.1.1,1,V6 Authentication,V6.1 Authentication Documentation,"Verify that application documentation defines how controls such as rate limiting, anti-automation, and adaptive response, are used to defend against attacks such as credential stuffing and password brute force. The documentation must make clear how these controls are configured and prevent malicious account lockout.",Yes,Verified,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V6.1.2,2,V6 Authentication,V6.1 Authentication Documentation,"Verify that a list of context-specific words is documented in order to prevent their use in passwords. The list could include permutations of organization names, product names, system identifiers, project codenames, department or role names, and similar.",Yes,Verified,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V6.1.3,2,V6 Authentication,V6.1 Authentication Documentation,"Verify that, if the application includes multiple authentication pathways, these are all documented together with the security controls and authentication strength which must be consistently enforced across them.",Yes,Verified,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V6.2.1,1,V6 Authentication,V6.2 Password Security,Verify that user set passwords are at least 8 characters in length although a minimum of 15 characters is strongly recommended.,Yes,Verified,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V6.2.2,1,V6 Authentication,V6.2 Password Security,Verify that users can change their password.,Yes,Verified,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V6.2.3,1,V6 Authentication,V6.2 Password Security,Verify that password change functionality requires the user's current and new password.,Yes,Verified,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V6.2.4,1,V6 Authentication,V6.2 Password Security,"Verify that passwords submitted during account registration or password change are checked against an available set of, at least, the top 3000 passwords which match the application's password policy, e.g. minimum length.",Yes,Verified,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V6.2.5,1,V6 Authentication,V6.2 Password Security,"Verify that passwords of any composition can be used, without rules limiting the type of characters permitted. There must be no requirement for a minimum number of upper or lower case characters, numbers, or special characters.",Yes,Verified,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V6.2.6,1,V6 Authentication,V6.2 Password Security,"Verify that password input fields use type=password to mask the entry. Applications may allow the user to temporarily view the entire masked password, or the last typed character of the password.",Yes,Verified,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V6.2.7,1,V6 Authentication,V6.2 Password Security,"Verify that ""paste"" functionality, browser password helpers, and external password managers are permitted.",Yes,Verified,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V6.2.8,1,V6 Authentication,V6.2 Password Security,"Verify that the application verifies the user's password exactly as received from the user, without any modifications such as truncation or case transformation.",Yes,Verified,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V6.2.9,2,V6 Authentication,V6.2 Password Security,Verify that passwords of at least 64 characters are permitted.,Yes,Verified,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V6.2.10,2,V6 Authentication,V6.2 Password Security,Verify that a user's password stays valid until it is discovered to be compromised or the user rotates it. The application must not require periodic credential rotation.,Yes,Verified,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V6.2.11,2,V6 Authentication,V6.2 Password Security,Verify that the documented list of context specific words is used to prevent easy to guess passwords being created.,Yes,Verified,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V6.2.12,2,V6 Authentication,V6.2 Password Security,Verify that passwords submitted during account registration or password changes are checked against a set of breached passwords.,Yes,Verified,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V6.3.1,1,V6 Authentication,V6.3 General Authentication Security,Verify that controls to prevent attacks such as credential stuffing and password brute force are implemented according to the application's security documentation.,Yes,Verified,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V6.3.2,1,V6 Authentication,V6.3 General Authentication Security,"Verify that default user accounts (e.g., ""root"", ""admin"", or ""sa"") are not present in the application or are disabled.",Yes,Verified,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V6.3.3,2,V6 Authentication,V6.3 General Authentication Security,"Verify that either a multi-factor authentication mechanism or a combination of single-factor authentication mechanisms, must be used in order to access the application. For L3, one of the factors must be a hardware-based authentication mechanism which provides compromise and impersonation resistance against phishing attacks while verifying the intent to authenticate by requiring a user-initiated action (such as a button press on a FIDO hardware key or a mobile phone). Relaxing any of the considerations in this requirement requires a fully documented rationale and a comprehensive set of mitigating controls.",Yes,Partial,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,"Passkeys are available and strongly verified, but MFA is not mandatory. The controlled beta relaxation and mitigating controls are documented in SECURITY_BASELINE.md."
V6.3.4,2,V6 Authentication,V6.3 General Authentication Security,"Verify that, if the application includes multiple authentication pathways, there are no undocumented pathways and that security controls and authentication strength are enforced consistently.",Yes,Verified,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V6.4.1,1,V6 Authentication,V6.4 Authentication Factor Lifecycle and Recovery,"Verify that system generated initial passwords or activation codes are securely randomly generated, follow the existing password policy, and expire after a short period of time or after they are initially used. These initial secrets must not be permitted to become the long term password.",Yes,Verified,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V6.4.2,1,V6 Authentication,V6.4 Authentication Factor Lifecycle and Recovery,"Verify that password hints or knowledge-based authentication (so-called ""secret questions"") are not present.",Yes,Verified,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V6.4.3,2,V6 Authentication,V6.4 Authentication Factor Lifecycle and Recovery,"Verify that a secure process for resetting a forgotten password is implemented, that does not bypass any enabled multi-factor authentication mechanisms.",Yes,Verified,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V6.4.4,2,V6 Authentication,V6.4 Authentication Factor Lifecycle and Recovery,"Verify that if a multi-factor authentication factor is lost, evidence of identity proofing is performed at the same level as during enrollment.",No,Not applicable,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,"Passkeys are an optional independent sign-in method, not a mandatory MFA factor; recovery returns to the independently verified email/Google identity."
V6.5.1,2,V6 Authentication,V6.5 General Multi-factor authentication requirements,"Verify that lookup secrets, out-of-band authentication requests or codes, and time-based one-time passwords (TOTPs) are only successfully usable once.",Yes,Verified,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V6.5.2,2,V6 Authentication,V6.5 General Multi-factor authentication requirements,"Verify that, when being stored in the application's backend, lookup secrets with less than 112 bits of entropy (19 random alphanumeric characters or 34 random digits) are hashed with an approved password storage hashing algorithm that incorporates a 32-bit random salt. A standard hash function can be used if the secret has 112 bits of entropy or more.",Yes,Verified,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V6.5.3,2,V6 Authentication,V6.5 General Multi-factor authentication requirements,"Verify that lookup secrets, out-of-band authentication code, and time-based one-time password seeds, are generated using a Cryptographically Secure Pseudorandom Number Generator (CSPRNG) to avoid predictable values.",Yes,Verified,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V6.5.4,2,V6 Authentication,V6.5 General Multi-factor authentication requirements,Verify that lookup secrets and out-of-band authentication codes have a minimum of 20 bits of entropy (typically 4 random alphanumeric characters or 6 random digits is sufficient).,Yes,Verified,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V6.5.5,2,V6 Authentication,V6.5 General Multi-factor authentication requirements,"Verify that out-of-band authentication requests, codes, or tokens, as well as time-based one-time passwords (TOTPs) have a defined lifetime. Out of band requests must have a maximum lifetime of 10 minutes and for TOTP a maximum lifetime of 30 seconds.",Yes,Verified,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V6.6.1,2,V6 Authentication,V6.6 Out-of-Band authentication mechanisms,"Verify that authentication mechanisms using the Public Switched Telephone Network (PSTN) to deliver One-time Passwords (OTPs) via phone or SMS are offered only when the phone number has previously been validated, alternate stronger methods (such as Time based One-time Passwords) are also offered, and the service provides information on their security risks to users. For L3 applications, phone and SMS must not be available as options.",No,Not applicable,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,Glycofy does not offer PSTN or SMS authentication.
V6.6.2,2,V6 Authentication,V6.6 Out-of-Band authentication mechanisms,"Verify that out-of-band authentication requests, codes, or tokens are bound to the original authentication request for which they were generated and are not usable for a previous or subsequent one.",Yes,Verified,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V6.6.3,2,V6 Authentication,V6.6 Out-of-Band authentication mechanisms,Verify that a code based out-of-band authentication mechanism is protected against brute force attacks by using rate limiting. Consider also using a code with at least 64 bits of entropy.,Yes,Verified,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V6.8.1,2,V6 Authentication,V6.8 Authentication with an Identity Provider,"Verify that, if the application supports multiple identity providers (IdPs), the user's identity cannot be spoofed via another supported identity provider (eg. by using the same user identifier). The standard mitigation would be for the application to register and identify the user using a combination of the IdP ID (serving as a namespace) and the user's ID in the IdP.",Yes,Verified,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V6.8.2,2,V6 Authentication,V6.8 Authentication with an Identity Provider,"Verify that the presence and integrity of digital signatures on authentication assertions (for example on JWTs or SAML assertions) are always validated, rejecting any assertions that are unsigned or have invalid signatures.",Yes,Verified,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V6.8.3,2,V6 Authentication,V6.8 Authentication with an Identity Provider,Verify that SAML assertions are uniquely processed and used only once within the validity period to prevent replay attacks.,No,Not applicable,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,Glycofy does not accept SAML assertions.
V6.8.4,2,V6 Authentication,V6.8 Authentication with an Identity Provider,"Verify that, if an application uses a separate Identity Provider (IdP) and expects specific authentication strength, methods, or recentness for specific functions, the application verifies this using the information returned by the IdP. For example, if OIDC is used, this might be achieved by validating ID Token claims such as 'acr', 'amr', and 'auth_time' (if present). If the IdP does not provide this information, the application must have a documented fallback approach that assumes that the minimum strength authentication mechanism was used (for example, single-factor authentication using username and password).",Yes,Verified,app/routers/auth.py; app/routers/oauth_google.py; app/routers/passkeys.py; app/password_security.py; tests/test_account_trust.py; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V7.1.1,2,V7 Session Management,V7.1 Session Management Documentation,"Verify that the user's session inactivity timeout and absolute maximum session lifetime are documented, are appropriate in combination with other controls, and that the documentation includes justification for any deviations from NIST SP 800-63B re-authentication requirements.",Yes,Verified,app/services/user_sessions.py; app/auth_utils.py; app/routers/sessions.py; ui/profile.js; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V7.1.2,2,V7 Session Management,V7.1 Session Management Documentation,Verify that the documentation defines how many concurrent (parallel) sessions are allowed for one account as well as the intended behaviors and actions to be taken when the maximum number of active sessions is reached.,Yes,Verified,app/services/user_sessions.py; app/auth_utils.py; app/routers/sessions.py; ui/profile.js; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V7.1.3,2,V7 Session Management,V7.1 Session Management Documentation,"Verify that all systems that create and manage user sessions as part of a federated identity management ecosystem (such as SSO systems) are documented along with controls to coordinate session lifetimes, termination, and any other conditions that require re-authentication.",Yes,Verified,app/services/user_sessions.py; app/auth_utils.py; app/routers/sessions.py; ui/profile.js; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V7.2.1,1,V7 Session Management,V7.2 Fundamental Session Management Security,"Verify that the application performs all session token verification using a trusted, backend service.",Yes,Verified,app/services/user_sessions.py; app/auth_utils.py; app/routers/sessions.py; ui/profile.js; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V7.2.2,1,V7 Session Management,V7.2 Fundamental Session Management Security,"Verify that the application uses either self-contained or reference tokens that are dynamically generated for session management, i.e. not using static API secrets and keys.",Yes,Verified,app/services/user_sessions.py; app/auth_utils.py; app/routers/sessions.py; ui/profile.js; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V7.2.3,1,V7 Session Management,V7.2 Fundamental Session Management Security,"Verify that if reference tokens are used to represent user sessions, they are unique and generated using a cryptographically secure pseudo-random number generator (CSPRNG) and possess at least 128 bits of entropy.",Yes,Verified,app/services/user_sessions.py; app/auth_utils.py; app/routers/sessions.py; ui/profile.js; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V7.2.4,1,V7 Session Management,V7.2 Fundamental Session Management Security,"Verify that the application generates a new session token on user authentication, including re-authentication, and terminates the current session token.",Yes,Verified,app/services/user_sessions.py; app/auth_utils.py; app/routers/sessions.py; ui/profile.js; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V7.3.1,2,V7 Session Management,V7.3 Session Timeout,Verify that there is an inactivity timeout such that re-authentication is enforced according to risk analysis and documented security decisions.,Yes,Verified,app/services/user_sessions.py; app/auth_utils.py; app/routers/sessions.py; ui/profile.js; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V7.3.2,2,V7 Session Management,V7.3 Session Timeout,Verify that there is an absolute maximum session lifetime such that re-authentication is enforced according to risk analysis and documented security decisions.,Yes,Verified,app/services/user_sessions.py; app/auth_utils.py; app/routers/sessions.py; ui/profile.js; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V7.4.1,1,V7 Session Management,V7.4 Session Termination,"Verify that when session termination is triggered (such as logout or expiration), the application disallows any further use of the session. For reference tokens or stateful sessions, this means invalidating the session data at the application backend. Applications using self-contained tokens will need a solution such as maintaining a list of terminated tokens, disallowing tokens produced before a per-user date and time or rotating a per-user signing key.",Yes,Verified,app/services/user_sessions.py; app/auth_utils.py; app/routers/sessions.py; ui/profile.js; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V7.4.2,1,V7 Session Management,V7.4 Session Termination,Verify that the application terminates all active sessions when a user account is disabled or deleted (such as an employee leaving the company).,Yes,Verified,app/services/user_sessions.py; app/auth_utils.py; app/routers/sessions.py; ui/profile.js; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V7.4.3,2,V7 Session Management,V7.4 Session Termination,"Verify that the application gives the option to terminate all other active sessions after a successful change or removal of any authentication factor (including password change via reset or recovery and, if present, an MFA settings update).",Yes,Verified,app/services/user_sessions.py; app/auth_utils.py; app/routers/sessions.py; ui/profile.js; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V7.4.4,2,V7 Session Management,V7.4 Session Termination,Verify that all pages that require authentication have easy and visible access to logout functionality.,Yes,Verified,app/services/user_sessions.py; app/auth_utils.py; app/routers/sessions.py; ui/profile.js; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V7.4.5,2,V7 Session Management,V7.4 Session Termination,Verify that application administrators are able to terminate active sessions for an individual user or for all users.,Yes,Verified,app/services/user_sessions.py; app/auth_utils.py; app/routers/sessions.py; ui/profile.js; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V7.5.1,2,V7 Session Management,V7.5 Defenses Against Session Abuse,"Verify that the application requires full re-authentication before allowing modifications to sensitive account attributes which may affect authentication such as email address, phone number, MFA configuration, or other information used in account recovery.",Yes,Verified,app/services/user_sessions.py; app/auth_utils.py; app/routers/sessions.py; ui/profile.js; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V7.5.2,2,V7 Session Management,V7.5 Defenses Against Session Abuse,Verify that users are able to view and (having authenticated again with at least one factor) terminate any or all currently active sessions.,Yes,Verified,app/services/user_sessions.py; app/auth_utils.py; app/routers/sessions.py; ui/profile.js; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V7.6.1,2,V7 Session Management,V7.6 Federated Re-authentication,"Verify that session lifetime and termination between Relying Parties (RPs) and Identity Providers (IdPs) behave as documented, requiring re-authentication as necessary such as when the maximum time between IdP authentication events is reached.",Yes,Verified,app/services/user_sessions.py; app/auth_utils.py; app/routers/sessions.py; ui/profile.js; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V7.6.2,2,V7 Session Management,V7.6 Federated Re-authentication,"Verify that creation of a session requires either the user's consent or an explicit action, preventing the creation of new application sessions without user interaction.",Yes,Verified,app/services/user_sessions.py; app/auth_utils.py; app/routers/sessions.py; ui/profile.js; tests/test_stateful_sessions_passkeys.py,Implementation and regression evidence reviewed on 2026-09-17.
V8.1.1,1,V8 Authorization,V8.1 Authorization Documentation,Verify that authorization documentation defines rules for restricting function-level and data-specific access based on consumer permissions and resource attributes.,Yes,Verified,docs/AUTHORIZATION_MATRIX.md; ownership filters throughout app/routers/; tests/test_authorization_matrix.py,Implementation and regression evidence reviewed on 2026-09-17.
V8.1.2,2,V8 Authorization,V8.1 Authorization Documentation,"Verify that authorization documentation defines rules for field-level access restrictions (both read and write) based on consumer permissions and resource attributes. Note that these rules might depend on other attribute values of the relevant data object, such as state or status.",Yes,Verified,docs/AUTHORIZATION_MATRIX.md; ownership filters throughout app/routers/; tests/test_authorization_matrix.py,Implementation and regression evidence reviewed on 2026-09-17.
V8.2.1,1,V8 Authorization,V8.2 General Authorization Design,Verify that the application ensures that function-level access is restricted to consumers with explicit permissions.,Yes,Verified,docs/AUTHORIZATION_MATRIX.md; ownership filters throughout app/routers/; tests/test_authorization_matrix.py,Implementation and regression evidence reviewed on 2026-09-17.
V8.2.2,1,V8 Authorization,V8.2 General Authorization Design,Verify that the application ensures that data-specific access is restricted to consumers with explicit permissions to specific data items to mitigate insecure direct object reference (IDOR) and broken object level authorization (BOLA).,Yes,Verified,docs/AUTHORIZATION_MATRIX.md; ownership filters throughout app/routers/; tests/test_authorization_matrix.py,Implementation and regression evidence reviewed on 2026-09-17.
V8.2.3,2,V8 Authorization,V8.2 General Authorization Design,Verify that the application ensures that field-level access is restricted to consumers with explicit permissions to specific fields to mitigate broken object property level authorization (BOPLA).,Yes,Verified,docs/AUTHORIZATION_MATRIX.md; ownership filters throughout app/routers/; tests/test_authorization_matrix.py,Implementation and regression evidence reviewed on 2026-09-17.
V8.3.1,1,V8 Authorization,V8.3 Operation Level Authorization,"Verify that the application enforces authorization rules at a trusted service layer and doesn't rely on controls that an untrusted consumer could manipulate, such as client-side JavaScript.",Yes,Verified,docs/AUTHORIZATION_MATRIX.md; ownership filters throughout app/routers/; tests/test_authorization_matrix.py,Implementation and regression evidence reviewed on 2026-09-17.
V8.4.1,2,V8 Authorization,V8.4 Other Authorization Considerations,Verify that multi-tenant applications use cross-tenant controls to ensure consumer operations will never affect tenants with which they do not have permissions to interact.,Yes,Verified,docs/AUTHORIZATION_MATRIX.md; ownership filters throughout app/routers/; tests/test_authorization_matrix.py,Implementation and regression evidence reviewed on 2026-09-17.
V9.1.1,1,V9 Self-contained Tokens,V9.1 Token source and integrity,Verify that self-contained tokens are validated using their digital signature or MAC to protect against tampering before accepting the token's contents.,Yes,Verified,"app/auth_utils.py JWT allowlist, issuer/audience/time validation; app/routers/oauth_google.py local ID-token verification; tests/test_account_trust.py",Implementation and regression evidence reviewed on 2026-09-17.
V9.1.2,1,V9 Self-contained Tokens,V9.1 Token source and integrity,"Verify that only algorithms on an allowlist can be used to create and verify self-contained tokens, for a given context. The allowlist must include the permitted algorithms, ideally only either symmetric or asymmetric algorithms, and must not include the 'None' algorithm. If both symmetric and asymmetric must be supported, additional controls will be needed to prevent key confusion.",Yes,Verified,"app/auth_utils.py JWT allowlist, issuer/audience/time validation; app/routers/oauth_google.py local ID-token verification; tests/test_account_trust.py",Implementation and regression evidence reviewed on 2026-09-17.
V9.1.3,1,V9 Self-contained Tokens,V9.1 Token source and integrity,"Verify that key material that is used to validate self-contained tokens is from trusted pre-configured sources for the token issuer, preventing attackers from specifying untrusted sources and keys. For JWTs and other JWS structures, headers such as 'jku', 'x5u', and 'jwk' must be validated against an allowlist of trusted sources.",Yes,Verified,"app/auth_utils.py JWT allowlist, issuer/audience/time validation; app/routers/oauth_google.py local ID-token verification; tests/test_account_trust.py",Implementation and regression evidence reviewed on 2026-09-17.
V9.2.1,1,V9 Self-contained Tokens,V9.2 Token content,"Verify that, if a validity time span is present in the token data, the token and its content are accepted only if the verification time is within this validity time span. For example, for JWTs, the claims 'nbf' and 'exp' must be verified.",Yes,Verified,"app/auth_utils.py JWT allowlist, issuer/audience/time validation; app/routers/oauth_google.py local ID-token verification; tests/test_account_trust.py",Implementation and regression evidence reviewed on 2026-09-17.
V9.2.2,2,V9 Self-contained Tokens,V9.2 Token content,"Verify that the service receiving a token validates the token to be the correct type and is meant for the intended purpose before accepting the token's contents. For example, only access tokens can be accepted for authorization decisions and only ID Tokens can be used for proving user authentication.",Yes,Verified,"app/auth_utils.py JWT allowlist, issuer/audience/time validation; app/routers/oauth_google.py local ID-token verification; tests/test_account_trust.py",Implementation and regression evidence reviewed on 2026-09-17.
